geoid,lat,lng
17031190601,41.9274146,-87.7804606
17031190602,41.9275604,-87.7707371
17031190701,41.9297959,-87.7614217
17031190702,41.9261631,-87.7610395
17031190800,41.9278186,-87.7513624
17031190900,41.9279225,-87.7441048
17031191000,41.9192297,-87.743801
17031191100,41.9196293,-87.7509763
17031191200,41.9201432,-87.7608269
17031191301,41.9201522,-87.7802655
17031191302,41.9202289,-87.7705334
17031200100,41.9350552,-87.7376226
17031200200,41.9278523,-87.7356282
17031200300,41.9234806,-87.7341264
17031200401,41.9198285,-87.7375419
17031200402,41.9196348,-87.7296789
17031210100,41.9446487,-87.7005716
17031210400,41.935745,-87.7303057
17031210501,41.9374013,-87.7223301
17031210502,41.9337846,-87.7220524
17031210601,41.9376356,-87.712214
17031210602,41.934163,-87.712572
17031210700,41.9357029,-87.7038401
17031210800,41.9357455,-87.6989334
17031210900,41.9348372,-87.6931182
17031220300,41.9284647,-87.6950863
17031220400,41.9284314,-87.6999684
17031220500,41.9283343,-87.7049877
17031220601,41.9258252,-87.7128836
17031220602,41.929396,-87.712086
17031220701,41.9261554,-87.7215651
17031220702,41.9293687,-87.7242313
17031220901,41.9191816,-87.7212483
17031220902,41.9227112,-87.7218357
17031221000,41.9209604,-87.7152526
17031221100,41.9210205,-87.7103609
17031221200,41.9210831,-87.7046499
17031221300,41.9211256,-87.6997541
17031221400,41.9208013,-87.694532
17031221500,41.9216468,-87.6899513
17031221600,41.9212478,-87.6850971
17031222200,41.9159095,-87.6838262
17031222500,41.9156825,-87.6995874
17031222600,41.9156388,-87.7044798
17031222700,41.9155009,-87.7102058
17031222800,41.9154349,-87.7150953
17031222900,41.9155644,-87.7200744
17031230100,41.912008,-87.7043655
17031230200,41.9118688,-87.7100844
17031230300,41.9117866,-87.7149884
17031230400,41.9118202,-87.7215519
17031230500,41.9116892,-87.7339434
17031230600,41.906155,-87.7339986
17031230700,41.9063229,-87.7215397
17031230800,41.9058396,-87.714953
17031230900,41.9066918,-87.7103505
17031231100,41.8992542,-87.7150684
17031231200,41.8990614,-87.7213153
17031231500,41.8917357,-87.7186525
17031240200,41.9124417,-87.6701816
17031240300,41.9123693,-87.6750677
17031240500,41.9119683,-87.6836267
17031240600,41.9121341,-87.6897111
17031240700,41.9120878,-87.6945986
17031240800,41.9120483,-87.6994876
17031240900,41.9048448,-87.6986233
17031241000,41.9079686,-87.6945342
17031241100,41.9066403,-87.6895801
17031241200,41.906707,-87.6846857
17031241300,41.9067716,-87.681025
17031241400,41.9060312,-87.6753137
17031241500,41.908374,-87.6709298
17031241600,41.9067097,-87.6653277
17031242000,41.8997371,-87.6649536
17031242100,41.8996698,-87.6698375
17031242200,41.8995893,-87.6747188
17031242300,41.8995065,-87.6796003
17031242400,41.8994219,-87.68449
17031242500,41.8994455,-87.6893191
17031242600,41.90056,-87.694197
17031242700,41.8974254,-87.6993742
17031242800,41.892632,-87.6903237
17031242900,41.8921955,-87.6842896
17031243000,41.8922753,-87.6793981
17031243100,41.8923546,-87.6745068
17031243200,41.8924327,-87.6696238
17031243300,41.8924781,-87.6647388
17031243400,41.892566,-87.659854
17031243500,41.8926494,-87.6525227
17031250200,41.9123508,-87.751073
17031250300,41.9128483,-87.7608528
17031250400,41.912905,-87.7754058
17031250500,41.914618,-87.796796
17031250600,41.9056935,-87.7706303
17031250700,41.9058206,-87.7608128
17031250800,41.9061855,-87.7514741
17031251000,41.8986945,-87.7448924
17031251100,41.8986248,-87.7520112
17031251200,41.8985491,-87.760604
17031251300,41.8984251,-87.7703849
17031251400,41.8909574,-87.7701248
17031251500,41.8911035,-87.7603538
17031251600,41.8914065,-87.7518037
17031251700,41.8913844,-87.7444793
17031251800,41.8841436,-87.7478885
17031251900,41.8838116,-87.7600945
17031252000,41.8836759,-87.7698798
17031252101,41.8738812,-87.7698552
17031252102,41.876599,-87.7598276
17031252201,41.8766958,-87.7521051
17031252202,41.8767584,-87.7445832
17031260100,41.8843707,-87.7233302
17031260200,41.8843243,-87.7282302
17031260300,41.8842766,-87.7331362
17031260400,41.8842145,-87.7380411
17031260500,41.8766639,-87.7377282
17031260600,41.8771076,-87.732867
17031260700,41.8770565,-87.7279962
17031260800,41.8770848,-87.7230964
17031260900,41.8710297,-87.7228141
17031261000,41.8713379,-87.7320094
17031270500,41.8762402,-87.7177932
17031271200,41.8773597,-87.7035621
17031271300,41.877304,-87.7084528
17031271400,41.8772429,-87.7133314
17031271500,41.8717861,-87.7131559
17031271800,41.8714964,-87.6984897
17031280100,41.885452,-87.6434977
17031280400,41.8860094,-87.6718846
17031280800,41.8785967,-87.6889009
17031280900,41.8786261,-87.6851324
17031281900,41.8786346,-87.6429236
17031282700,41.8713668,-87.6886812
17031282800,41.8702683,-87.6849136
17031283100,41.8692741,-87.664092
17031283200,41.869579,-87.6592023
17031283800,41.8634168,-87.6537547
17031290900,41.8624103,-87.7324567
17031291200,41.8626611,-87.7128746
17031291600,41.8576415,-87.6922159
17031292200,41.8566665,-87.7157306
17031292400,41.8552397,-87.7223992
17031292500,41.8551613,-87.7322428
17031300500,41.8474251,-87.7219393
17031300600,41.8479904,-87.7173343
17031300700,41.848072,-87.7124504
17031300800,41.8481108,-87.7075818
17031300900,41.8481796,-87.7026993
17031301100,41.847029,-87.6979734
17031301200,41.8484171,-87.6914771
17031301600,41.8407572,-87.712252
17031301701,41.8424805,-87.7196254
17031301702,41.8388062,-87.7195244
17031301801,41.8416597,-87.7350509
17031301802,41.8451846,-87.7277592
17031301803,41.8395497,-87.7278708
17031310200,41.85631,-87.6442091
17031310300,41.8561439,-87.6489782
17031310400,41.8565069,-87.6522613
17031310500,41.855248,-87.65474
17031310600,41.856333,-87.6595637
17031310700,41.8559903,-87.6649061
17031310800,41.8559337,-87.6685737
17031310900,41.8557716,-87.6746741
17031320101,41.8850259,-87.617059
17031320102,41.8851249,-87.6241944
17031320400,41.875817,-87.6172556
17031320600,41.8705542,-87.6165962
17031330101,41.8591203,-87.613225
17031330102,41.8635721,-87.6239883
17031330103,41.8564796,-87.6234172
17031330200,41.8655783,-87.630568
17031340300,41.8428046,-87.6357882
17031340400,41.8418857,-87.6320356
17031340500,41.8345181,-87.6329169
17031340600,41.8272864,-87.6326516
17031350100,41.840259,-87.6079492
17031350400,41.8419291,-87.6283695
17031351000,41.8355675,-87.6065282
17031351100,41.827754,-87.6141894
17031351400,41.8274019,-87.6240909
17031351500,41.8272402,-87.6277309
17031360200,41.8268855,-87.6098876
17031380100,41.8202019,-87.6100974
17031380200,41.820574,-87.6149861
17031380600,41.820151,-87.6229356
17031381200,41.8085114,-87.6139992
17031381400,41.8076202,-87.6214298
17031381500,41.8101927,-87.6228619
17031381700,41.8055502,-87.6274463
17031381800,41.8038481,-87.6211978
17031381900,41.8039557,-87.6138885
17031390100,41.8135545,-87.5905449
17031390200,41.813041,-87.5994765
17031390300,41.8132006,-87.6042089
17031390400,41.8059243,-87.6040582
17031390500,41.8059781,-87.5991987
17031390600,41.8060181,-87.5943504
17031390700,41.8040164,-87.5804887
17031400300,41.789754,-87.6112728
17031400400,41.7911261,-87.6183211
17031400500,41.7910414,-87.6231791
17031400800,41.7828633,-87.620558
17031410100,41.8015822,-87.5810259
17031410200,41.8016709,-87.5942651
17031410500,41.7978308,-87.6037423
17031410600,41.7979687,-87.5989422
17031410700,41.7980493,-87.5941996
17031410800,41.7979614,-87.5896248
17031410900,41.7967097,-87.5780937
17031411000,41.7872267,-87.577462
17031411100,41.7904552,-87.5897008
17031411200,41.7905618,-87.5940171
17031420100,41.7825689,-87.5795042
17031420200,41.783468,-87.5935208
17031420300,41.7832241,-87.598697
17031420400,41.7831699,-87.6035584
17031420500,41.7831002,-87.6084261
17031420600,41.7830135,-87.6132777
17031420700,41.7766914,-87.6106933
17031420800,41.7769097,-87.6032569
17031421200,41.7706621,-87.6089474
17031430101,41.7698532,-87.573953
17031430102,41.7689528,-87.5638143
17031430200,41.7697613,-87.5813509
17031430300,41.7697163,-87.5893601
17031430400,41.7621961,-87.5903098
17031430500,41.7643139,-87.58127
17031430600,41.7644133,-87.571373
17031430700,41.7652716,-87.5608903
17031430800,41.76075,-87.5712983
17031430900,41.760641,-87.5811851
17031431200,41.7553011,-87.5711843
17031431301,41.7535302,-87.5601871
17031431302,41.7583855,-87.5627859
17031431400,41.7572084,-87.546555
17031440101,41.7486271,-87.6014512
17031440102,41.7409356,-87.6011636
17031440201,41.7482097,-87.6100739
17031440202,41.7409599,-87.609762
17031440300,41.7437212,-87.6195424
17031440600,41.7326718,-87.6191373
17031440700,41.7347514,-87.6096294
17031440800,41.7317114,-87.603328
17031440900,41.728669,-87.6090057
17031450300,41.7419438,-87.5790892
17031460100,41.7478345,-87.5367253
17031460200,41.7413872,-87.5470101
17031460301,41.7400264,-87.5563673
17031460302,41.747084,-87.5573879
17031460400,41.7444903,-87.5636922
17031460500,41.7468819,-87.5726041
17031460800,41.7356005,-87.5531842
17031461000,41.7273925,-87.5465424
17031470100,41.7282207,-87.5964894
17031480100,41.735241,-87.5757292
17031480200,41.7351241,-87.5898829
17031480300,41.729194,-87.5879725
17031480400,41.7284498,-87.5756385
17031480500,41.7276001,-87.5590911
17031490200,41.7249095,-87.6168742
17031490500,41.7179309,-87.6131964
17031490600,41.7179734,-87.6283302
17031490700,41.7107339,-87.6283617
17031490800,41.7106902,-87.6153469
17031490901,41.6960582,-87.6162677
17031490902,41.7032801,-87.6153262
17031491000,41.6997625,-87.6280536
17031491100,41.6997531,-87.6376994
17031491200,41.6887765,-87.6374383
17031491300,41.6888969,-87.6278036
17031491400,41.6891232,-87.6168215
17031500100,41.714684,-87.5950287
17031500200,41.7008552,-87.6003086
17031500300,41.689315,-87.6053698
17031510100,41.7126213,-87.5500748
17031510200,41.7142651,-87.5600495
17031510300,41.7157373,-87.5749771
17031520100,41.7211184,-87.5294325
17031520200,41.7123087,-87.5406913
17031520300,41.7011139,-87.5395629
17031520400,41.703008,-87.5307029
17031520500,41.6931158,-87.5308719
17031520600,41.6895204,-87.5404
17031530100,41.6818522,-87.6179395
17031530200,41.6815612,-87.6323954
17031530300,41.6813144,-87.6517524
17031530400,41.6740397,-87.6515267
17031530501,41.674278,-87.632166
17031530502,41.6660796,-87.6250251
17031530503,41.6642039,-87.6375356
17031530600,41.6700882,-87.6191458
17031540101,41.6507203,-87.5993689
17031540102,41.66733,-87.6054488
17031550100,41.6631813,-87.5359785
17031550200,41.6550974,-87.564827
17031560100,41.8156765,-87.741591
17031560200,41.8113309,-87.7478273
17031560300,41.8039075,-87.747987
17031560400,41.8040062,-87.7406144
17031560700,41.7964626,-87.7575202
17031560800,41.7962056,-87.7721659
17031560900,41.7957702,-87.7916514
17031561000,41.7885022,-87.7915033
17031561100,41.7888698,-87.7719099
17031570100,41.8162003,-87.7189132
17031570200,41.8143799,-87.7307183
17031570300,41.8041449,-87.7307909
17031570400,41.8049921,-87.7191305
17031570500,41.7986015,-87.7324553
17031580100,41.8280549,-87.6907463
17031580200,41.8267718,-87.6993478
17031580300,41.8251876,-87.708934
17031580400,41.8152753,-87.7091845
17031580501,41.819986,-87.6994962
17031580502,41.8145617,-87.6993102
17031580600,41.8173978,-87.6920314
17031580700,41.8174935,-87.6868459
17031580800,41.8102197,-87.6866436
17031590500,41.8248978,-87.6804596
17031590600,41.8268332,-87.6729244
17031590700,41.8260539,-87.6627888
17031600400,41.8417183,-87.6439322
17031600600,41.8424685,-87.655751
17031600700,41.8407816,-87.660543
17031600900,41.836513,-87.6531428
17031610300,41.8161779,-87.6751022
17031610400,41.8103984,-87.6674491
17031610800,41.8127119,-87.6384046
17031611200,41.8049939,-87.6624414
17031611300,41.8049362,-87.6673039
17031611400,41.8048929,-87.6721661
17031611500,41.8053819,-87.678731
17031611600,41.7976329,-87.676898
17031611700,41.7975991,-87.6719762
17031611800,41.7976477,-87.6671138
17031611900,41.7985375,-87.6595552
17031612000,41.7978466,-87.652536
17031612100,41.7979128,-87.6476808
17031612200,41.8048761,-87.6527194
17031620100,41.7980175,-87.7180257
17031620200,41.7955215,-87.7292339
17031620300,41.7895025,-87.7304438
17031620400,41.7896382,-87.7181682
17031630300,41.798862,-87.7086378
17031630400,41.7972545,-87.6987811
17031630500,41.7974279,-87.6890171
17031630600,41.8012095,-87.6888524
17031630800,41.7899652,-87.6985725
17031630900,41.7898114,-87.7083655
17031640100,41.7819196,-87.7398608
17031640300,41.7815321,-87.7716353
17031640400,41.7811784,-87.7912474
17031640500,41.7756825,-87.7909879
17031640600,41.7760362,-87.7714298
17031640700,41.7764111,-87.7519356
17031640800,41.7748241,-87.7397422
17031650100,41.7823766,-87.7178549
17031650200,41.7822221,-87.7302252
17031650301,41.7749275,-87.7299916
17031650302,41.7750931,-87.7177331
17031650400,41.7653118,-87.7171651
17031650500,41.7622187,-87.7320352
17031660301,41.7799541,-87.6982872
17031660302,41.7835957,-87.6983926
17031660400,41.7825321,-87.7080441
17031660500,41.7752461,-87.7079271
17031660600,41.7772873,-87.6933406
17031660700,41.7738452,-87.6810955
17031660800,41.7736413,-87.6932656
17031660900,41.7678191,-87.699063
17031661000,41.7618177,-87.6850469
17031661100,41.7607864,-87.7026636
17031670100,41.7904937,-87.6572084
17031670200,41.7904247,-87.6620627
17031670300,41.7903576,-87.6669167
17031670400,41.7902996,-87.6717698
17031670500,41.786578,-87.6764044
17031670600,41.7830054,-87.6715772
17031670700,41.7830686,-87.6667315
17031670800,41.7831442,-87.661879
17031670900,41.7832124,-87.657022
17031671100,41.7767771,-87.6617159
17031671200,41.7766993,-87.6665823
17031671300,41.7739015,-87.6713493
17031671400,41.7737921,-87.6762289
17031671500,41.7681722,-87.6696315
17031671600,41.7694999,-87.6615113
17031671800,41.761401,-87.6564481
17031671900,41.7613256,-87.6612802
17031672000,41.7611983,-87.6711281
17031680500,41.7905639,-87.6523524
17031680600,41.7832811,-87.6521652
17031680900,41.7764305,-87.6376304
17031681000,41.7760398,-87.6495479
17031681100,41.7687665,-87.6493595
17031681200,41.7691893,-87.6384976
17031681300,41.7611807,-87.6398423
17031681400,41.7615223,-87.6491706
17031690300,41.7686693,-87.6290093
17031690400,41.769259,-87.6202039
17031690500,41.7681794,-87.6121031
17031690900,41.7621424,-87.6103447
17031691000,41.7619654,-87.6200151
17031691100,41.7617135,-87.6298721
17031691200,41.7526208,-87.6304113
17031691300,41.7546811,-87.6198472
17031691400,41.7548455,-87.6101685
17031691500,41.7550528,-87.6002666
17031700100,41.7535935,-87.6953091
17031700200,41.7529893,-87.723784
17031700301,41.7456225,-87.7317117
17031700302,41.7383652,-87.7313064
17031700401,41.7455372,-87.7120355
17031700402,41.7382302,-87.7118234
17031700501,41.7462133,-87.6903423
17031700502,41.7388522,-87.6887683
17031710100,41.7533918,-87.6419713
17031710200,41.7551131,-87.6514252
17031710300,41.7540485,-87.6611057
17031710400,41.7539184,-87.6709328
17031710500,41.7475316,-87.6707874
17031710600,41.74766,-87.6609434
17031710700,41.74711,-87.656884
17031710800,41.7478366,-87.6488126
17031710900,41.7421461,-87.6396893
17031711000,41.7396436,-87.6485811
17031711100,41.7395016,-87.6583002
17031711200,41.7405561,-87.6698252
17031711300,41.7335044,-87.6672855
17031711400,41.7336614,-87.6521168
17031711500,41.7324402,-87.6386888
17031720100,41.7276164,-87.6747355
17031720200,41.7130417,-87.6660545
17031720300,41.7139198,-87.6771439
17031720400,41.7099918,-87.6866686
17031720500,41.7028353,-87.6891011
17031720600,41.7027764,-87.677207
