geoid,lat,lng
17031804305,42.0376728,-88.1603535
17031804306,42.0219819,-88.1740085
17031804308,42.0239204,-88.152699
17031804309,42.0125737,-88.1575723
17031804312,42.0542353,-88.2008038
17031804313,42.0625192,-88.2401967
17031804314,42.0377093,-88.2040103
17031804315,42.0200711,-88.188183
17031804316,42.0262543,-88.2006618
17031804403,42.0513685,-88.242414
17031804404,42.0422885,-88.2441212
17031804405,42.034768,-88.2429903
17031804406,42.0174771,-88.2561802
17031804505,41.9936149,-88.1751552
17031804506,42.0031424,-88.1964874
17031804508,42.0073192,-88.1800998
17031804509,42.0044138,-88.1651208
17031804510,42.0000406,-88.1525557
17031804511,41.9922655,-88.1522087
17031804512,42.0200467,-88.2211419
17031804513,42.0084595,-88.2251086
17031804514,41.9987533,-88.2307015
17031804603,42.0543487,-88.0540088
17031804606,42.009136,-88.0480798
17031804607,41.997336,-88.0520065
17031804608,42.033868,-88.0729963
17031804609,42.0315791,-88.0446067
17031804610,42.0240925,-88.0510406
17031804611,42.0188278,-88.0677831
17031804701,42.0516883,-88.1606437
17031804705,42.0594346,-88.1136271
17031804706,42.0550449,-88.1067312
17031804709,42.0374913,-88.087406
17031804710,42.0317627,-88.107542
17031804711,42.0353003,-88.1397559
17031804712,42.0365788,-88.1261143
17031804713,42.0535227,-88.0899484
17031804714,42.0630032,-88.0935439
17031804715,42.0450231,-88.0977017
17031804716,42.0420219,-88.1141927
17031804803,41.9998125,-88.0888747
17031804804,41.9968749,-88.1267398
17031804805,42.0200706,-88.1290843
17031804806,42.0086881,-88.1363775
17031804807,42.0103801,-88.1199897
17031804808,42.0220152,-88.100025
17031804809,42.0110786,-88.1012621
17031804810,42.0161512,-88.0829772
17031804901,42.0594171,-87.9322202
17031804902,42.0446148,-87.9309674
17031805001,42.0564377,-87.9512516
17031805002,42.0423539,-87.9507693
17031805105,42.0583574,-88.0130994
17031805106,42.0608181,-87.9982952
17031805107,42.0414143,-87.9805229
17031805108,42.0438468,-87.9665233
17031805109,42.0550728,-87.9760987
17031805110,42.0628235,-87.9744666
17031805111,42.035507,-87.9438078
17031805112,42.0218595,-87.937699
17031805201,42.0608624,-87.8307449
17031805202,42.0596527,-87.8147419
17031805301,42.044974,-87.8196521
17031805302,42.0497649,-87.8134423
17031805401,42.0330767,-87.8259769
17031805402,42.0297739,-87.8113312
17031805501,42.0196065,-87.8378985
17031805502,42.0171513,-87.8239849
17031805600,42.0025082,-87.8309177
17031805701,42.0029705,-87.8510299
17031805702,41.9920564,-87.84683
17031805801,42.01838,-87.8631205
17031805802,42.0152617,-87.8473873
17031805901,42.0348396,-87.8707849
17031805902,42.0329109,-87.8472073
17031806001,42.06036,-87.8491466
17031806002,42.04826,-87.8666022
17031806004,42.0472521,-87.8358213
17031806005,42.0435347,-87.8506827
17031806006,42.0506342,-87.8502225
17031806102,42.0479477,-87.9024646
17031806103,42.0588334,-87.9118137
17031806104,42.0606132,-87.8784621
17031806201,42.0454459,-87.8897882
17031806202,42.03761,-87.8888917
17031806300,42.0379179,-87.9023799
17031806400,42.0288302,-87.881822
17031806501,42.0157961,-87.891065
17031806502,42.0165164,-87.8782773
17031806600,42.0034176,-87.8730733
17031806700,42.0528083,-87.7228016
17031806801,42.0563811,-87.7395379
17031806802,42.0443774,-87.7397696
17031806900,42.056765,-87.7557144
17031807000,42.0444492,-87.75554
17031807100,42.0444535,-87.7210786
17031807200,42.0371751,-87.7285103
17031807300,42.0337614,-87.7549133
17031807400,42.0281935,-87.7398439
17031807500,42.0279578,-87.728138
17031807600,42.0214424,-87.7224577
17031807700,42.0207639,-87.7542195
17031807800,42.0151569,-87.7637294
17031807900,42.0041886,-87.7487798
17031808001,42.0070209,-87.7354065
17031808002,42.0050636,-87.7194386
17031808100,42.0113034,-87.7900018
17031808200,42.02642,-87.7973221
17031808301,42.0333408,-87.7851412
17031808302,42.0322813,-87.7667893
17031808400,42.048738,-87.7938583
17031808500,42.0472355,-87.7735988
17031808600,42.0602335,-87.7856085
17031808702,42.058204,-87.6718922
17031808800,42.0655221,-87.6819475
17031808900,42.0665152,-87.7174711
17031809000,42.0597569,-87.718914
17031809100,42.059352,-87.7043588
17031809200,42.0525535,-87.6992705
17031809300,42.0579521,-87.6864657
17031809401,42.0447842,-87.6725221
17031809402,42.0490312,-87.6820289
17031809500,42.0464554,-87.6877279
17031809600,42.0447451,-87.6999044
17031809700,42.0374659,-87.6999151
17031809800,42.037529,-87.685499
17031809900,42.0376185,-87.6752631
17031810000,42.0247367,-87.6693055
17031810100,42.030206,-87.6846291
17031810200,42.0228223,-87.6833402
17031810301,42.0253099,-87.7016081
17031810302,42.0294129,-87.6947173
17031810400,41.9875737,-87.8294387
17031810501,41.9602807,-87.8259863
17031810502,41.9595847,-87.8104592
17031810600,41.9642246,-87.7961002
17031810701,41.9309116,-87.811475
17031810702,41.9252753,-87.8159951
17031810800,41.9322899,-87.8209674
17031810900,41.9165283,-87.8100724
17031811000,41.915668,-87.8197163
17031811100,41.9270773,-87.8344152
17031811200,41.9222261,-87.8453739
17031811301,41.9159946,-87.8832944
17031811302,41.9160827,-87.8595375
17031811401,41.9335763,-87.8707053
17031811402,41.9266487,-87.8748227
17031811500,41.9413776,-87.8686704
17031811600,41.9511884,-87.8722007
17031811701,41.9421289,-87.9029937
17031811702,41.9264468,-87.9046009
17031811800,41.9141121,-87.9064379
17031811900,41.9008459,-87.8189279
17031812000,41.8875807,-87.8201224
17031812100,41.9025047,-87.7798547
17031812200,41.9054055,-87.7946857
17031812301,41.8891477,-87.7984589
17031812302,41.8967468,-87.8015407
17031812400,41.8957739,-87.7911158
17031812500,41.8913783,-87.7806992
17031812600,41.8835487,-87.7796661
17031812700,41.8833934,-87.7894754
17031812801,41.8831878,-87.8024147
17031812802,41.883289,-87.7971767
17031812900,41.8763226,-87.7953122
17031813000,41.8763621,-87.7806602
17031813100,41.8690097,-87.7816188
17031813200,41.8690617,-87.7969689
17031813301,41.8621602,-87.7544156
17031813302,41.8622744,-87.7446672
17031813400,41.8609814,-87.7666419
17031813500,41.8581606,-87.7757697
17031813600,41.8540563,-87.7648564
17031813701,41.8548833,-87.7541951
17031813702,41.8551811,-87.7465073
17031813801,41.8503452,-87.7434594
17031813802,41.8479746,-87.7539886
17031813900,41.846501,-87.768491
17031814000,41.8453738,-87.7754192
17031814100,41.8422803,-87.7630429
17031814200,41.8356494,-87.7456153
17031814300,41.8342003,-87.7582502
17031814400,41.827686,-87.7635474
17031814500,41.8302073,-87.7745468
17031814600,41.8616508,-87.7850665
17031814700,41.8614519,-87.7976272
17031814800,41.8494406,-87.7983382
17031814900,41.8533777,-87.7897934
17031815000,41.8562543,-87.7830143
17031815100,41.8475102,-87.7855812
17031815200,41.8383064,-87.7840493
17031815300,41.8393764,-87.7953526
17031815400,41.8313704,-87.796191
17031815500,41.8251471,-87.7877679
17031815600,41.8449684,-87.8240397
17031815701,41.8367113,-87.8110754
17031815702,41.8283595,-87.8169399
17031815800,41.8315845,-87.8366826
17031815900,41.8832373,-87.8097247
17031816000,41.8763759,-87.8163473
17031816100,41.8615597,-87.8183947
17031816200,41.9036197,-87.840829
17031816300,41.9042501,-87.8577095
17031816401,41.8955765,-87.8603346
17031816402,41.8943837,-87.850982
17031816500,41.8962808,-87.8935603
17031816600,41.9032163,-87.8808408
17031816700,41.9045705,-87.8963779
17031816800,41.8914374,-87.9119067
17031816900,41.8867815,-87.8906599
17031817000,41.8873598,-87.8725068
17031817101,41.8762488,-87.8780999
17031817102,41.8771915,-87.8657806
17031817200,41.8830061,-87.8545258
17031817300,41.8840812,-87.8478481
17031817400,41.8930003,-87.838256
17031817500,41.880293,-87.8358233
17031817600,41.8700996,-87.8384434
17031817700,41.87175,-87.8517415
17031817900,41.858776,-87.8449998
17031818000,41.8543592,-87.8584391
17031818100,41.8511914,-87.8737524
17031818200,41.8635151,-87.8751418
17031818300,41.8772724,-87.8987752
17031818401,41.8614167,-87.903125
17031818402,41.851896,-87.8918596
17031818500,41.8407439,-87.8984346
17031818600,41.840241,-87.8654967
17031818700,41.8335498,-87.8461152
17031818800,41.8271222,-87.8544213
17031818900,41.8275855,-87.8668626
17031819000,41.8259449,-87.8950412
17031819100,41.8158454,-87.8134835
17031819200,41.811879,-87.8300332
17031819300,41.8174473,-87.8501198
17031819400,41.8100292,-87.8498739
17031819500,41.8143023,-87.8672573
17031819600,41.8051233,-87.8684177
17031819700,41.8090439,-87.8808243
17031819801,41.8121922,-87.8974038
17031819802,41.7972017,-87.8949053
17031819900,41.8041801,-87.9071573
17031820000,41.8014106,-87.9139502
17031820101,41.7761897,-87.9034274
17031820103,41.7899375,-87.8661978
17031820104,41.7821533,-87.877102
17031820202,41.7778184,-87.8507159
17031820203,41.7344487,-87.9022772
17031820204,41.7594817,-87.8917122
17031820300,41.7923913,-87.8068826
17031820400,41.7821747,-87.8125631
17031820501,41.771069,-87.8141057
17031820502,41.7538582,-87.804806
17031820603,41.7530761,-87.8434104
17031820604,41.749875,-87.826879
17031820605,41.7384267,-87.8309652
17031820606,41.7377492,-87.8542947
17031820700,41.8170254,-87.7737005
17031820800,41.8072538,-87.7735919
17031820901,41.7628985,-87.7745229
17031820902,41.7539907,-87.7530181
17031821001,41.742172,-87.7913613
17031821002,41.7415272,-87.7764294
17031821101,41.7382829,-87.7621853
17031821102,41.7429218,-87.7492511
17031821200,41.6683914,-87.6722979
17031821300,41.6551198,-87.6674619
17031821401,41.6662102,-87.6578736
17031821402,41.6614309,-87.6520323
17031821500,41.6505617,-87.6360769
17031821600,41.7300221,-87.6993289
17031821700,41.7211743,-87.7153549
17031821800,41.7194986,-87.7004232
17031821900,41.7122395,-87.6969816
17031822000,41.7312484,-87.7311338
17031822101,41.7241572,-87.7456175
17031822102,41.721552,-87.7315013
17031822200,41.727213,-87.7590953
17031822301,41.7298543,-87.7712608
17031822302,41.7171622,-87.7740754
17031822400,41.7229415,-87.7884717
17031822500,41.7178739,-87.7582831
17031822601,41.7089633,-87.7538136
17031822602,41.6991418,-87.7532159
17031822701,41.7123761,-87.730327
17031822702,41.7056906,-87.7305797
17031822801,41.6954003,-87.7382048
17031822802,41.6975608,-87.7278727
17031822900,41.7276936,-87.7947697
17031823001,41.7069648,-87.7841873
17031823002,41.6960739,-87.7694862
17031823101,41.6908498,-87.7928456
17031823102,41.6857372,-87.7792908
17031823200,41.6772853,-87.7557003
17031823302,41.660773,-87.7233375
17031823303,41.6777448,-87.7279109
17031823304,41.6814296,-87.7027507
17031823400,41.6651703,-87.6965048
17031823500,41.6656032,-87.6831791
17031823602,41.6496157,-87.7616774
17031823603,41.6499736,-87.7105022
17031823604,41.6578553,-87.7884282
17031823605,41.6675277,-87.7753771
17031823702,41.7109982,-87.8320932
17031823703,41.7188043,-87.808253
17031823704,41.7266564,-87.8391701
17031823705,41.7244675,-87.8261928
17031823801,41.6976101,-87.8774509
17031823803,41.6988605,-87.8279478
17031823805,41.6873618,-87.8243549
17031823806,41.6871426,-87.8044775
17031823901,41.6690598,-87.8379801
17031823903,41.6612104,-87.8180974
17031823904,41.6578494,-87.8045131
17031824003,41.6635976,-87.9857304
17031824004,41.6833746,-87.9477068
17031824005,41.6625965,-88.0163038
17031824006,41.6523772,-87.9495062
17031824105,41.6378233,-87.8374922
17031824106,41.6183582,-87.8230168
17031824107,41.608418,-87.8133108
17031824113,41.6223338,-87.8996399
17031824114,41.6192003,-87.8801208
17031824115,41.6238866,-87.8445146
17031824116,41.6109264,-87.8653784
17031824119,41.5818623,-87.8994716
17031824121,41.5918128,-87.8275417
17031824122,41.5799502,-87.8178544
17031824123,41.5898448,-87.7989125
17031824124,41.5957287,-87.8451712
17031824125,41.5858756,-87.8380624
17031824126,41.5674897,-87.8311612
17031824127,41.571626,-87.8452525
17031824128,41.5711509,-87.8661922
17031824129,41.5896844,-87.8758128
17031824300,41.6413219,-87.6992646
17031824400,41.6399603,-87.7262096
17031824503,41.636732,-87.7819886
17031824505,41.6080768,-87.7686415
17031824507,41.595329,-87.7732419
17031824508,41.6163142,-87.7914771
17031824509,41.6187892,-87.771806
17031824601,41.6286651,-87.7449388
17031824602,41.6174076,-87.7384991
17031824701,41.6281716,-87.71865
17031824702,41.6219896,-87.7084844
17031824800,41.6244575,-87.6852637
17031824900,41.609502,-87.6977125
17031825000,41.6022645,-87.7394453
17031825200,41.5969147,-87.7301778
17031825302,41.5811669,-87.7574059
17031825303,41.5816302,-87.7858574
17031825304,41.5736085,-87.8039867
17031825400,41.5652514,-87.7775704
17031825501,41.5784583,-87.7170864
17031825503,41.5707194,-87.6820191
17031825504,41.5644165,-87.7040282
17031825505,41.5635098,-87.7316996
17031825600,41.5930051,-87.6979153
17031825700,41.6394802,-87.5449604
17031825801,41.6347618,-87.572985
17031825802,41.6263798,-87.5600589
17031825803,41.6192447,-87.5620408
17031825900,41.621696,-87.5423651
17031826000,41.6239154,-87.5324077
17031826100,41.6048226,-87.5355854
17031826201,41.6048907,-87.564212
17031826202,41.5931658,-87.5363658
17031826301,41.6152862,-87.60649
17031826303,41.6134138,-87.5914506
17031826304,41.6180621,-87.5825095
17031826401,41.6389607,-87.5930136
17031826402,41.6280651,-87.5900943
17031826500,41.6319154,-87.6156118
17031826600,41.6363517,-87.6230152
17031826700,41.6362111,-87.6335585
17031826800,41.6373647,-87.6600155
17031826901,41.6210473,-87.6644797
17031826902,41.61487,-87.6640081
17031827000,41.6263396,-87.6451102
17031827100,41.6180623,-87.6463602
17031827200,41.6118075,-87.6268201
17031827300,41.6090306,-87.6462204
17031827400,41.6053741,-87.6659521
17031827500,41.5924803,-87.6384956
17031827600,41.5920457,-87.6641411
17031827700,41.5824275,-87.6657556
17031827801,41.6012262,-87.6081612
17031827802,41.6007043,-87.5904264
17031827804,41.5896585,-87.5961218
17031827805,41.582667,-87.600807
17031827901,41.5872064,-87.5721404
17031827902,41.58562,-87.5451769
17031828000,41.5734205,-87.541792
17031828100,41.5634411,-87.5356299
17031828201,41.5700056,-87.5664455
17031828202,41.5610697,-87.565853
17031828300,41.5701733,-87.611745
17031828401,41.5679857,-87.6651958
17031828402,41.5696515,-87.6409799
17031828503,41.5027587,-87.5689506
17031828504,41.4811153,-87.5506588
17031828505,41.5444212,-87.5604695
17031828507,41.5304853,-87.5348993
17031828508,41.5213439,-87.5437438
17031828601,41.5489586,-87.6608609
17031828602,41.5448091,-87.6408488
17031828701,41.5431384,-87.6252653
17031828702,41.5378384,-87.5990585
17031828801,41.5342762,-87.6617452
17031828802,41.5321711,-87.6427436
17031828900,41.5161624,-87.634952
17031829000,41.5103261,-87.6234952
17031829100,41.4966069,-87.6294933
17031829200,41.5092569,-87.6483161
17031829301,41.518378,-87.663778
17031829302,41.5049432,-87.6662785
17031829401,41.4969457,-87.6597613
17031829402,41.4825496,-87.6626555
17031829500,41.4882411,-87.6356188
17031829600,41.473429,-87.633043
17031829700,41.4937314,-87.5987123
17031829800,41.5425866,-87.6843362
17031829902,41.5395133,-87.7276252
17031829903,41.5499963,-87.7228061
17031829904,41.5496776,-87.7612104
17031830001,41.4924088,-87.7697665
17031830003,41.5137031,-87.7705236
17031830004,41.5153161,-87.7286213
17031830005,41.5219964,-87.6916481
17031830006,41.5004956,-87.7262566
17031830007,41.481612,-87.7228759
17031830008,41.4793012,-87.7651372
17031830100,41.5023717,-87.6877677
17031830201,41.4834318,-87.7086238
17031830202,41.491997,-87.6925217
17031830300,41.4838564,-87.6810647
17031830400,41.4749198,-87.6918353
17031830500,41.8291246,-87.7193199
17031830600,42.001698,-87.6735738
17031830700,41.9583035,-87.6607646
17031830800,41.9651413,-87.6765775
17031830900,41.9284245,-87.6849065
17031831000,41.9147981,-87.6769966
17031831100,41.9428559,-87.7174955
17031831200,41.9153214,-87.73226
17031831300,41.9077662,-87.7442596
17031831400,41.8691188,-87.7560884
17031831500,41.927595,-87.7880067
17031831600,41.9256105,-87.7976148
17031831700,41.9526537,-87.7452546
17031831800,41.9782238,-87.7164874
17031831900,41.945169,-87.6687907
17031832000,41.9462941,-87.6542982
17031832100,41.9528215,-87.6532414
17031832200,41.9204799,-87.6799746
17031832300,41.9198264,-87.6727807
17031832400,41.9157411,-87.6922565
17031832500,41.9222304,-87.6647962
17031832600,41.9147541,-87.6544654
17031832900,41.8741751,-87.6619349
17031833000,41.8852863,-87.6572488
17031833100,41.8790778,-87.6570459
17031833300,41.8716945,-87.6541237
17031833900,41.7310321,-87.5474226
17031834000,41.7273938,-87.629432
17031834200,41.7555676,-87.5836069
17031834300,41.7458348,-87.591788
17031834400,41.7769504,-87.596303
17031834500,41.786032,-87.6253618
17031834600,41.7872463,-87.6343057
17031834700,41.7906903,-87.6450334
17031834800,41.7836336,-87.6450883
17031834900,41.7722986,-87.6567361
17031835000,41.7828495,-87.6860492
17031835100,41.7901579,-87.6862479
17031835200,41.7966437,-87.7452866
17031835500,41.816354,-87.6325395
17031835600,41.8018345,-87.6322016
17031835800,41.8130462,-87.6187192
17031836000,41.8140036,-87.6116844
17031836100,41.7998052,-87.6186826
17031836200,41.7904693,-87.6012849
17031836300,41.8015324,-87.6017585
17031836400,41.8190118,-87.5951761
17031836500,41.8259463,-87.599456
17031836600,41.8986973,-87.7088059
17031836700,41.8917041,-87.7021747
17031836800,41.8850903,-87.7149666
17031836900,41.8818831,-87.7061362
17031837000,41.8783233,-87.6986739
17031837100,41.8856736,-87.6987204
17031837300,41.8716191,-87.7055524
17031837400,41.8759745,-87.6938013
17031837800,41.8847504,-87.6841272
17031838000,41.8773666,-87.6806521
17031838100,41.87867,-87.6716928
17031838200,41.8704149,-87.675126
17031838300,41.9015665,-87.6384039
17031838600,41.8678233,-87.7008236
17031838700,41.8625775,-87.7201851
17031838800,41.6834042,-87.5740611
17031839000,41.8710517,-87.6312983
17031839100,41.8809857,-87.6330703
17031839200,41.8420108,-87.6220362
17031839500,41.8340975,-87.6192919
17031839600,41.8274428,-87.6192486
17031839700,41.8336508,-87.6519488
17031839800,41.8350674,-87.6431623
17031839900,41.8273459,-87.648454
17031840000,41.8314369,-87.6384053
17031840100,41.8418308,-87.639203
17031840200,41.8446476,-87.6492096
17031840300,41.832097,-87.6818813
17031840400,41.8339264,-87.6671616
17031840700,41.8529302,-87.6942666
17031840800,41.8408329,-87.707371
17031841000,41.8475444,-87.6101983
17031841100,41.8516438,-87.6356612
17031841200,41.8555618,-87.683342
17031841300,41.8439774,-87.6842025
17031841500,41.8616224,-87.7079132
17031841700,41.8531302,-87.7041819
17031841800,41.7663063,-87.5994203
17031841900,41.8684578,-87.6429648
17031842000,41.83496,-87.6251702
17031842100,41.8952785,-87.7336103
17031842200,41.9047279,-87.6492199
17031842300,41.9097236,-87.6606398
17031842400,41.7424258,-87.6300706
17031842500,41.7769506,-87.6232157
17031842600,41.8162186,-87.6516951
17031842800,41.8075339,-87.6983044
17031842900,41.8631389,-87.6729371
17031843000,41.8679365,-87.7227489
17031843100,41.8626017,-87.6994529
17031843200,41.8487153,-87.6642169
17031843300,41.8637638,-87.6925503
17031843400,41.8493274,-87.7320218
17031843500,41.8409834,-87.6975661
17031843600,41.8067653,-87.6089488
17031843700,41.9455604,-87.690034
17031843800,41.8016566,-87.6404756
17031843900,41.7789932,-87.5761303
17031844600,41.8133852,-87.6254437
17031844700,41.8541473,-87.7117002
17031980000,41.9794191,-87.9024376
17031980100,41.7859813,-87.7509001
17031990000,41.9739391,-87.4002947
